Keyword Stats 2026-05-12 at 16_14_34
"April 1, 2025 - March 31, 2026"
Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026
all software licenses	RON	50	0%	0%	Unknown																				
github security risks	RON	0	0%	0%	Unknown																				
software replacement	RON	50	0%	0%	Unknown																				
node js security issues	RON	50	0%	-100%	Unknown																				
open source remote	RON	50	0%	0%	Low	0																			
program licenses	RON	50	0%	-100%	Unknown																				
drupal long term support	RON	0	0%	0%	Unknown																				
open source email account	RON	0	0%	0%	Unknown																				
open source login	RON	50	0%	∞	Low	0																			
microsoft word open source	RON	50	0%	-100%	Unknown																				
open source software updater	RON	50	0%	-100%	Unknown																				
software and licenses	RON	50	0%	0%	High	83	1.58	4.55																	
angularjs support end	RON	0	0%	0%	Unknown																				
open source email provider	RON	50	0%	0%	Low	7																			
open source web page editor	RON	50	∞	0%	High	86																			
search apache	RON	50	0%	-100%	Unknown																				
node security vulnerabilities	RON	50	-100%	-100%	Unknown																				
github cve	RON	50	0%	0%	Low	4																			
endoflife date	RON	50	0%	0%	Low	0																			
tomcat security	RON	50	-100%	-100%	Unknown																				
google form open source	RON	50	0%	0%	Unknown																				
upstream software development	RON	50	-100%	0%	Unknown																				
github like platforms	RON	50	-100%	0%	Unknown																				
github replacement	RON	50	0%	-100%	Unknown																				
open source email address	RON	50	0%	0%	Unknown																				
open source office software for windows	RON	50	-100%	0%	Unknown																				
angularjs eol date	RON	0	0%	0%	Unknown																				
express js vulnerabilities	RON	50	0%	0%	Unknown																				
google licenses	RON	50	0%	0%	Low	29																			
apache 2.0 open source	RON	0	0%	0%	Unknown																				
documentation kafka	RON	50	0%	0%	Unknown																				
github linkedin	RON	50	0%	0%	Low	0																			
node js express https	RON	50	0%	-100%	Unknown																				
office open source windows	RON	50	∞	∞	High	86																			
