Keyword Stats 2026-05-17 at 11_59_20
"April 1, 2025 - March 31, 2026"
Keyword	Currency	Avg. monthly searches	Three month change	YoY change	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Apr 2025	Searches: May 2025	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026
program licenses	RON	50	0%	0%	Low	5																			
patch management team	RON	50	0%	0%	Low	0																			
security functionality	RON	50	0%	0%	Low	5	16.01	143.76																	
report a vulnerability	RON	50	0%	0%	Low	21	48.34	94.74																	
repository security	RON	50	0%	0%	Low	2																			
node security issues	RON	50	0%	0%	Low	14	15.31	27.98																	
javascript library vulnerabilities	RON	50	0%	0%	Low	7																			
react js security	RON	500	-90%	-90%	Low	5	16.51	31.22																	
spring vulnerabilities	RON	50	0%	0%	Low	10	9.43	58.97																	
list vulnerabilities	RON	50	0%	0%	Medium	33																			
node js penetration testing	RON	50	0%	0%	Low	3																			
tomcat vulnerability	RON	500	0%	-90%	Low	13	8.54	23.09																	
patching updates	RON	500	0%	0%	Low	2	35.25	84.84																	
patching and updates	RON	50	0%	0%	Low	22																			
server side security	RON	50	0%	0%	Low	8																			
github security issues	RON	50	0%	0%	Low	6																			
github repository security	RON	50	0%	0%	Low	12																			
vulnerable javascript dependency	RON	50	0%	0%	Low	0																			
database of vulnerabilities	RON	50	0%	0%	Low	33	12.90	34.76																	
node vulnerability	RON	50	-90%	0%	Low	6																			
api security posture	RON	50	0%	0%	Low	16	82.45	156.03																	
angular vulnerability	RON	50	0%	0%	Low	1																			
software security scan	RON	500	0%	-90%	Medium	35	58.00	261.64																	
software updates and patches	RON	50	0%	0%	Low	15	105.60	212.66																	
node js pentest	RON	50	0%	0%	Medium	43																			
secure php	RON	500	-90%	-90%	Low	9	27.77	86.31																	
vulnerable javascript libraries	RON	50	0%	0%	Low	7																			
web service security issues	RON	50	∞	0%	Low	7																			
patching compliance	RON	50	900%	900%	Low	9	42.74	336.87																	
security react	RON	50	0%	0%	Low	3																			
server remediation	RON	50	0%	0%	Low	18																			
api scanning tool	RON	50	0%	0%	Medium	42	19.45	263.78																	
type of vulnerability	RON	500	0%	0%	Low	4	10.77	31.57																	
vulnerability name	RON	50	0%	0%	Low	0																			
test security site	RON	500	0%	0%	Medium	39	17.25	66.70																	
search for security	RON	50	0%	0%	Low	11																			
product cyber security	RON	50	0%	0%	Low	27	20.84	78.90																	
scanner security	RON	500	0%	0%	Low	20	15.79	80.04																	
scan server	RON	50	0%	-90%	Low	5	7.86	43.20																	
process review framework	RON	50	0%	0%	Low	27	6.76	23.40																	
pentest windows	RON	50	0%	0%	Medium	36	22.67	184.98																	
osint security	RON	50	0%	0%	Low	25	9.63	60.12																	
cloud trust center	RON	50	0%	0%	Low	4																			
hub partner	RON	50000	0%	0%	Low	4	2.62	26.68																	
node js express https	RON	50	0%	0%	Low	0																			
q cyber	RON	50	0%	0%	Low	14																			
white secure	RON	50	0%	0%	Low	6																			
